mode	flight_number	callsign	aircraft_model_code	aircraft_model_description	aircraft_registration	airline_name	airline_iata	airline_icao	flight_origin_code_iata	flight_origin_code_icao	flight_origin_name	flight_origin_time_offset	flight_destination_code_iata	flight_destination_code_icao	flight_destination_name	flight_destination_time_offset	flight_departure_scheduled	flight_departure_real	flight_arrival_scheduled	flight_arrival_real	flight_duaration
arrivals	BA1387	SHT3P	A319	Airbus A319-131	G-EUPK	British Airways	BA	BAW	MAN	EGCC	Manchester Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558338000	1558338596	1558342200	1558341541.0	2940.0
arrivals	BA551	BAW551	A320	Airbus A320-232	G-EUYU	British Airways	BA	BAW	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558332000	1558332812	1558342200	1558340484.0	7680.0
arrivals	LH2472	DLH6HV	A321	Airbus A321-231	D-AIDA	Lufthansa	LH	DLH	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558334700	1558335409	1558341900	1558340634.0	5220.0
arrivals	KM100	AMC100A	A20N	Airbus A320-251N	9H-NEO	Air Malta (Nickelodeon Livery)	KM	AMC	MLA	LMML	Luqa Malta International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329600	1558330270	1558341900	1558341038.0	10740.0
arrivals	IB3162	IBE31ZP	A320	Airbus A320-214	EC-IZR	Iberia	IB	IBE	MAD	LEMD	Madrid Barajas Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558333200	1558333816	1558341900	1558340562.0	6720.0
arrivals	LH902	DLH902	A20N	Airbus A320-271N	D-AINH	Lufthansa	LH	DLH	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558335600	1558336772	1558341600	1558341409.0	4620.0
arrivals	UA27	UAL27	B788	Boeing 787-8 Dreamliner	N45905	United Airlines	UA	UAL	DEN	KDEN	Denver International Airport	-21600	LHR	EGLL	London Heathrow Airport	3600	1558308900	1558309455	1558341600	1558340430.0	30960.0
arrivals	SK525	SAS52H	A20N	Airbus A320-251N	EI-SIE	SAS	SK	SAS	ARN	ESSA	Stockholm Arlanda Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331700	1558332851	1558341300	1558341133.0	8280.0
arrivals	BA1461	SHT9V	A319	Airbus A319-131	G-EUPE	British Airways	BA	BAW	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558335600	1558335937	1558341300	1558340193.0	4260.0
arrivals	BA188	BAW188	B772	Boeing 777-236(ER)	G-VIIG	British Airways	BA	BAW	EWR	KEWR	New York Newark Liberty International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558316100	1558318642	1558341300	1558341871.0	23220.0
arrivals	BA114	BAW14K	B772	Boeing 777-236(ER)	G-RAES	British Airways	BA	BAW	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558315800	1558321137	1558341300		
arrivals	SU2580	AFL2580	A321	Airbus A321-211	VP-BOC	Aeroflot	SU	AFL	SVO	UUEE	Moscow Sheremetyevo International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558325100	1558325634	1558341000	1558338625.0	13020.0
arrivals	BA885	BAW885R	A21N	Airbus A321-251NX	G-NEOU	British Airways	BA	BAW	OTP	LROP	Bucharest Henri Coanda International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558328100	1558328896	1558341000	1558339302.0	10380.0
arrivals	BA1491	SHT7J	A320	Airbus A320-232	G-EUUV	British Airways	BA	BAW	GLA	EGPF	Glasgow International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558335600	1558335935	1558341000	1558339986.0	4080.0
arrivals	BA865	BAW16H	A320	Airbus A320-232	G-EUUG	British Airways	BA	BAW	BUD	LHBP	Budapest Ferenc Liszt International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558331592	1558341000	1558339785.0	8220.0
arrivals	BA771	BAW771C	A20N	Airbus A320-251N	G-TTND	British Airways	BA	BAW	ARN	ESSA	Stockholm Arlanda Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558331770	1558341000	1558340029.0	8280.0
arrivals	LO281	LOT2HR	B738	Boeing 737-89P	SP-LWD	LOT	LO	LOT	WAW	EPWA	Warsaw Chopin Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558331476	1558340700	1558339191.0	7740.0
arrivals	AA194	AAL194	B772	Boeing 777-223(ER)	N772AN	American Airlines	AA	AAL	PHX	KPHX	Phoenix Sky Harbor International Airport	-25200	LHR	EGLL	London Heathrow Airport	3600	1558303200	1558306863	1558340700	1558340776.0	33900.0
arrivals	UA16	UAL16	B763	Boeing 767-322(ER)	N660UA	United Airlines	UA	UAL	EWR	KEWR	New York Newark Liberty International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558314000	1558317852	1558340400	1558341367.0	23520.0
arrivals	VS104	VIR104L	A346	Airbus A340-642	G-VFIT	Virgin Atlantic	VS	VIR	ATL	KATL	Atlanta Hartsfield-Jackson International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558310460	1558311350	1558340400	1558339616.0	28260.0
arrivals	SK803	SAS43A	B738	Boeing 737-86N	LN-RGB	SAS	SK	SAS	OSL	ENGM	Oslo Gardermoen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331700	1558332272	1558340400	1558339840.0	7560.0
arrivals	BA699	BAW699W	A320	Airbus A320-232	G-EUYN	British Airways	BA	BAW	VIE	LOWW	Vienna International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558332375	1558340100	1558339260.0	6900.0
arrivals	VS46	VIR46	A333	Airbus A330-343	G-VNYC	Virgin Atlantic	VS	VIR	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558314000	1558317972	1558340100	1558341541.0	23580.0
arrivals	BA761	BAW761	A319	Airbus A319-131	G-EUOF	British Airways	BA	BAW	OSL	ENGM	Oslo Gardermoen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558331759	1558340100	1558338705.0	6960.0
arrivals	BA599	BAW599	A321	Airbus A321-231	G-EUXG	British Airways	BA	BAW	VCE	LIPZ	Venice Marco Polo Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331400	1558331792	1558340100	1558337676.0	5880.0
arrivals	BA583	BAW583	A319	Airbus A319-131	G-EUPR	British Airways	BA	BAW	MXP	LIMC	Milan Malpensa Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558332300	1558333390	1558340100	1558339122.0	5760.0
arrivals	BA94	BAW94	B789	Boeing 787-9 Dreamliner	G-ZBKF	British Airways	BA	BAW	YUL	CYUL	Montreal Pierre Elliott Trudeau Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558316100	1558316883	1558339800	1558338495.0	21600.0
arrivals	BA1301	SHT19S	A319	Airbus A319-131	G-EUOE	British Airways	BA	BAW	ABZ	EGPD	Aberdeen International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558333800	1558333803	1558339800	1558338086.0	4260.0
arrivals	BA228	BAW22C	B788	Boeing 787-8 Dreamliner	G-ZBJK	British Airways	BA	BAW	BWI	KBWI	Baltimore Washington International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558314000	1558314927	1558339800	1558338890.0	23940.0
arrivals	BA202	BAW51B	B772	Boeing 777-236(ER)	G-VIIB	British Airways	BA	BAW	BOS	KBOS	Boston Logan International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558316400	1558317401	1558339800	1558339396.0	22020.0
arrivals	AY1331	FIN3ML	A359	Airbus A350-941	OH-LWB	Finnair (Oneworld Livery)	AY	FIN	HEL	EFHK	Helsinki Vantaa Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558330036	1558339800	1558339408.0	9360.0
arrivals	EI380	EIN380	A320	Airbus A320-214	EI-DVG	Aer Lingus	EI	EIN	SNN	EINN	Shannon Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558333800	1558333928	1558339500	1558337807.0	3900.0
arrivals	BA172	BAW172	B744	Boeing 747-436	G-CIVF	British Airways	BA	BAW	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558314000	1558323666	1558339500	1558346241.0	22560.0
arrivals	QR11	QTR011	B77L	Boeing 777-2DZ(LR)	A7-BBF	Qatar Airways	QR	QTR	DOH	OTHH	Doha Hamad International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558312800	1558313528	1558339500	1558338823.0	25320.0
arrivals	EI154	EIN154	A320	Airbus A320-214	EI-EDP	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558333800	1558334377	1558339500	1558337804.0	3420.0
arrivals	AA46	AAL46	B789	Boeing 787-9 Dreamliner	N839AA	American Airlines	AA	AAL	ORD	KORD	Chicago O'Hare International Airport	-18000	LHR	EGLL	London Heathrow Airport	3600	1558311000	1558314110	1558339500	1558339556.0	25440.0
arrivals	BE2121	BEE8DJ	DH8D	Bombardier Dash 8 Q400	G-JECP	Flybe	BE	BEE	ABZ	EGPD	Aberdeen International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558332000	1558332642	1558339200	1558338336.0	5700.0
arrivals	BA353	BAW353	A320	Airbus A320-232	G-EUUF	British Airways	BA	BAW	MRS	LFML	Marseille Provence Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331700	1558332261	1558339200	1558337478.0	5220.0
arrivals	KL1007	KLM1007	B738	Boeing 737-8K2	PH-BXA	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558334100	1558337520	1558339200	1558340568.0	3060.0
arrivals	EW460	EWG460	A319	Airbus A319-132	D-AGWN	Eurowings	EW	EWG	CGN	EDDK	Cologne Bonn Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558333200	1558334755	1558339200	1558338311.0	3540.0
arrivals	AA38	AAL38	B77W	Boeing 777-323(ER)	N728AN	American Airlines	AA	AAL	MIA	KMIA	Miami International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558307700	1558309319	1558339200	1558339676.0	30360.0
arrivals	SK501	SAS51M	A20N	Airbus A320-251N	EI-SIF	SAS	SK	SAS	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331400	1558332607	1558338600	1558338125.0	5520.0
arrivals	BA341	BAW341	A319	Airbus A319-131	G-EUPD	British Airways	BA	BAW	NCE	LFMN	Nice Cote d'Azur Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330500	1558331102	1558338600	1558336867.0	5760.0
arrivals	BA831	BAW831U	A320	Airbus A320-232	G-EUYW	British Airways	BA	BAW	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558332600	1558334086	1558338600	1558337567.0	3480.0
arrivals	EI710	EIN71K	A320	Airbus A320-214	EI-DVN	Aer Lingus	EI	EIN	ORK	EICK	Cork Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558333200	1558333569	1558338300	1558337323.0	3780.0
arrivals	VS154	VIR154	B789	Boeing 787-9 Dreamliner	G-VWHO	Virgin Atlantic	VS	VIR	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558312200	1558315273	1558338300	1558337959.0	22680.0
arrivals	VS106	VIR106F	B789	Boeing 787-9 Dreamliner	G-VNYL	Virgin Atlantic	VS	VIR	SEA	KSEA	Seattle Tacoma International Airport	-25200	LHR	EGLL	London Heathrow Airport	3600	1558304400	1558305339	1558338300	1558337371.0	32040.0
arrivals	LH900	DLH900	A320	Airbus A320-214	D-AIWC	Lufthansa	LH	DLH	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558332000	1558334221	1558338000	1558338643.0	4440.0
arrivals	BA1467	SHT1467	A319	Airbus A319-131	G-EUPB	British Airways	BA	BAW	INV	EGPE	Inverness Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558332300	1558332607	1558337700	1558337026.0	4440.0
arrivals	BA477	BAW477	A320	Airbus A320-232	G-EUYP	British Airways	BA	BAW	BCN	LEBL	Barcelona El Prat Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329000	1558329937	1558337700	1558336750.0	6840.0
arrivals	BA811	BAW811	A20N	Airbus A320-251N	G-TTNA	British Airways	BA	BAW	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329600	1558330383	1558337700	1558336063.0	5700.0
arrivals	AC848	ACA848	B77W	Boeing 777-333(ER)	C-FITL	Air Canada	AC	ACA	YYZ	CYYZ	Toronto Pearson International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558312800	1558314348	1558337700	1558337679.0	23340.0
arrivals	BE2181	BEE8AK	DH8D	Bombardier Dash 8 Q400	G-FLBC	Flybe	BE	BEE	NQY	EGHQ	Newquay Cornwall Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558333200	1558333512	1558337400	1558336752.0	3240.0
arrivals	UA931	UAL931	B763	Boeing 767-322(ER)	N676UA	United Airlines	UA	UAL	ORD	KORD	Chicago O'Hare International Airport	-18000	LHR	EGLL	London Heathrow Airport	3600	1558308300	1558309631	1558337400	1558336143.0	26520.0
arrivals	BA1475	SHT7S	A320	Airbus A320-232	G-EUUR	British Airways	BA	BAW	GLA	EGPF	Glasgow International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558331700	1558332811	1558337400	1558336545.0	3720.0
arrivals	BA1435	SHT9U	A321	Airbus A321-231	G-EUXD	British Airways	BA	BAW	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558331400	1558332724	1558337400	1558336647.0	3900.0
arrivals	BA561	BAW561	A321	Airbus A321-231	G-EUXL	British Airways	BA	BAW	LIN	LIML	Milan Linate Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329900	1558330592	1558337400	1558335927.0	5340.0
arrivals	IB3170	IBE3170	A320	Airbus A320-214	EC-MCS	Iberia	IB	IBE	MAD	LEMD	Madrid Barajas Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558329395	1558337100	1558336362.0	6960.0
arrivals	EW2462	EWG7ST	A319	Airbus A319-112	OK-NEM	Eurowings	EW	EWG	STR	EDDS	Stuttgart Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330500	1558332476	1558337100	1558336844.0	4380.0
arrivals	BA947	BAW947L	A319	Airbus A319-131	G-EUPH	British Airways	BA	BAW	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329000	1558330294	1558337100	1558335660.0	5340.0
arrivals	BA116	BAW116	B744	Boeing 747-436	G-BYGG	British Airways	BA	BAW	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558311000	1558317222	1558336800	1558340902.0	23700.0
arrivals	OS451	AUA451	A320	Airbus A320-216	OE-LXE	Austrian Airlines	OS	AUA	VIE	LOWW	Vienna International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558327800	1558328821	1558336800	1558335407.0	6600.0
arrivals	BA803	BAW803	A321	Airbus A321-231	G-MEDL	British Airways	BA	BAW	GOT	ESGG	Gothenburg Landvetter Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328700	1558329611	1558336800	1558335646.0	6060.0
arrivals	LX352	SWR49M	BCS3	Airbus A220-300	HB-JCQ	Swiss	LX	SWR	GVA	LSGG	Geneva International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558331560	1558336500	1558336074.0	4500.0
arrivals	LH2470	DLH3MM	A320	Airbus A320-211	D-AIPA	Lufthansa	LH	DLH	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329300	1558330452	1558336500	1558335992.0	5520.0
arrivals	BA1427	SHT88P	A319	Airbus A319-131	G-EUOI	British Airways	BA	BAW	BHD	EGAC	Belfast City George Best  Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558331423	1558336500	1558335111.0	3660.0
arrivals	BA901	BAW901U	A20N	Airbus A320-251N	G-TTNG	British Airways	BA	BAW	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329600	1558335832	1558336500	1558340329.0	4500.0
arrivals	EW8460	EWG30N	A319	Airbus A319-112	D-AKNN	Eurowings	EW	EWG	TXL	EDDT	Berlin Tegel Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558328962	1558336200	1558334421.0	5460.0
arrivals	BA1385	SHT3N	A320	Airbus A320-232	G-EUYD	British Airways	BA	BAW	MAN	EGCC	Manchester Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558332000	1558333694	1558336200	1558335989.0	2280.0
arrivals	BA981	BAW4AB	A319	Airbus A319-131	G-EUPN	British Airways	BA	BAW	TXL	EDDT	Berlin Tegel Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328700	1558329874	1558336200	1558335226.0	5340.0
arrivals	BA423	BAW423	A319	Airbus A319-131	G-EUPT	British Airways	BA	BAW	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558331100	1558333462	1558336200	1558336490.0	3000.0
arrivals	EW7464	EWG79R	A319	Airbus A319-112	D-AKNT	Eurowings	EW	EWG	HAM	EDDH	Hamburg Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329300	1558330532	1558335900	1558335103.0	4560.0
arrivals	EI152	EIN15D	A320	Airbus A320-214	EI-DEL	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558331645	1558335900	1558335199.0	3540.0
arrivals	BA723	BAW723	A320	Airbus A320-232	G-EUUO	British Airways	BA	BAW	GVA	LSGG	Geneva International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329600	1558330328	1558335900	1558335339.0	5040.0
arrivals	BA709	BAW709	A320	Airbus A320-232	G-EUYJ	British Airways	BA	BAW	ZRH	LSZH	Zurich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329000	1558330052	1558335900	1558334945.0	4920.0
arrivals	BE2101	BEE5PZ	DH8D	Bombardier Dash 8 Q400	G-PRPH	Flybe	BE	BEE	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558329300	1558330298	1558335600		
arrivals	BA142	BAW142	B772	Boeing 777-236(ER)	G-YMMH	British Airways	BA	BAW	DEL	VIDP	Delhi Indira Gandhi International Airport	19800	LHR	EGLL	London Heathrow Airport	3600	1558296000	1558297590	1558335600	1558332861.0	35280.0
arrivals	VS462	VIR462M	B789	Boeing 787-9 Dreamliner	G-VNEW	Virgin Atlantic	VS	VIR	JNB	FAOR	Johannesburg OR Tambo International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558295100	1558295241	1558335600	1558333792.0	38580.0
arrivals	BA935	BAW935	A319	Airbus A319-131	G-EUPS	British Airways	BA	BAW	DUS	EDDL	Dusseldorf International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558330810	1558335600	1558334251.0	3420.0
arrivals	AA730	AAL730	A333	Airbus A330-323	N272AY	American Airlines	AA	AAL	CLT	KCLT	Charlotte Douglas International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558305900	1558306659	1558335600	1558333698.0	27060.0
arrivals	LX316	SWR31J	A320	Airbus A320-214	HB-IJJ	Swiss	LX	SWR	ZRH	LSZH	Zurich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328700	1558329540	1558335300	1558334225.0	4680.0
arrivals	BA853	BAW853S	A320	Airbus A320-232	G-TTOE	British Airways	BA	BAW	PRG	LKPR	Prague Vaclav Havel Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558327500	1558327720	1558335300	1558333309.0	5580.0
arrivals	BA236	BAW236	A321	Airbus A321-231	G-MEDJ	British Airways	BA	BAW	DME	UUDD	Moscow Domodedovo International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558320000	1558320861	1558335300	1558333179.0	12300.0
arrivals	DL10	DAL10	B763	Boeing 767-332(ER)	N190DN	Delta Air Lines	DL	DAL	MSP	KMSP	Minneapolis Saint Paul International Airport	-18000	LHR	EGLL	London Heathrow Airport	3600	1558305720	1558316502	1558335300		
arrivals	AF1680	AFR82FE	A320	Airbus A320-214	F-GKXZ	Air France	AF	AFR	CDG	LFPG	Paris Charles de Gaulle Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558332001	1558335300	1558334776.0	2760.0
arrivals	DL1	DAL1	A332	Airbus A330-223	N852NW	Delta Air Lines	DL	DAL	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558308600	1558313204	1558335000	1558336938.0	23760.0
arrivals	BA377	BAW377	A320	Airbus A320-232	G-EUUE	British Airways	BA	BAW	TLS	LFBO	Toulouse Blagnac Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558327800	1558328211	1558335000	1558333267.0	5040.0
arrivals	SQ306	SIA306	B77W	Boeing 777-312(ER)	9V-SWI	Singapore Airlines (Star Alliance livery)	SQ	SIA	SIN	WSSS	Singapore Changi Airport	28800	LHR	EGLL	London Heathrow Airport	3600	1558285800	1558288129	1558334700	1558334450.0	46320.0
arrivals	BA303	BAW303	A319	Airbus A319-131	G-EUOB	British Airways	BA	BAW	CDG	LFPG	Paris Charles de Gaulle Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329900	1558330474	1558334700	1558332999.0	2520.0
arrivals	BA176	BAW176A	B744	Boeing 747-436	G-CIVY	British Airways	BA	BAW	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558308600	1558313513	1558334700	1558335802.0	22260.0
arrivals	BA963	BAW963	A319	Airbus A319-131	G-EUOG	British Airways	BA	BAW	HAM	EDDH	Hamburg Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558328954	1558334700	1558333079.0	4140.0
arrivals	AA736	AAL736	A333	Airbus A330-323	N274AY	American Airlines	AA	AAL	PHL	KPHL	Philadelphia International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558307700	1558310544	1558334700	1558335484.0	24960.0
arrivals	LH924	DLH3WU	A20N	Airbus A320-271N	D-AINJ	Lufthansa	LH	DLH	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558330782	1558334400	1558334903.0	4140.0
arrivals	UA880	UAL880	B772	Boeing 777-224(ER)	N79011	United Airlines	UA	UAL	IAH	KIAH	Houston George Bush Intercontinental Airport	-18000	LHR	EGLL	London Heathrow Airport	3600	1558301100	1558303703	1558334400	1558333921.0	30240.0
arrivals	KL1001	KLM1001	B737	Boeing 737-7K2	PH-BGF	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558329600	1558332261	1558334400	1558335068.0	2820.0
arrivals	AA106	AAL106	B772	Boeing 777-223(ER)	N776AN	American Airlines	AA	AAL	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558308300	1558330479	1558334400	1558354720.0	24240.0
arrivals	BA365	BAW365	A320	Airbus A320-232	G-EUUJ	British Airways	BA	BAW	LYS	LFLL	Lyon Saint Exupery Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558327500	1558327910	1558334100	1558332417.0	4500.0
arrivals	EY11	ETD89G	A388	Airbus A380-861	A6-APH	Etihad Airways	EY	ETD	AUH	OMAA	Abu Dhabi International Airport	14400	LHR	EGLL	London Heathrow Airport	3600	1558306200	1558307341	1558333800	1558331454.0	24120.0
arrivals	AI161	AIC161	B788	Boeing 787-8 Dreamliner	VT-ANR	Air India	AI	AIC	DEL	VIDP	Delhi Indira Gandhi International Airport	19800	LHR	EGLL	London Heathrow Airport	3600	1558295400	1558296546	1558333800	1558331294.0	34740.0
arrivals	BA194	BAW81V	B744	Boeing 747-436	G-CIVX	British Airways	BA	BAW	IAH	KIAH	Houston George Bush Intercontinental Airport	-18000	LHR	EGLL	London Heathrow Airport	3600	1558300200	1558301869	1558333500	1558332102.0	30240.0
arrivals	AC864	ACA864	A333	Airbus A330-343	C-GHKX	Air Canada	AC	ACA	YUL	CYUL	Montreal Pierre Elliott Trudeau Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558309500	1558310145	1558333500	1558332537.0	22380.0
